id,sentence,label
251,"jack must then put his life in the hands of a series of characters that he just cannot seem to trust - for good reason , they lead him to a fate that jack could never have suspected - a tongue-in-check send-up of a classic urban myth . 
",subjectivity

252,"the movie introduces us to frankie ( played by david eigenberg ) a would-be romeo who will put himself though great pains to find his juliet . 
",subjectivity

253,"the friends may listen , but when do they learn maybe never or only when the journey begins with you . 
",subjectivity

254,"but what if it's lord voldemort trying to make his evil return ? 
",subjectivity

255,"their letter has been received in whitehall and merton corroborates their heroic story . 
",subjectivity

256,"their parents , miffed by this , decide to go and kidnap st . nick , unaware that their plan will soon backfire upon them in fun and happy ways . 
",subjectivity

257,"no one knows this better than 35-year-old vince , back in his hometown of van wert , ohio , after a 13-year absence . 
",subjectivity

258,"when his mom named him after warren beatty . . . 
",subjectivity

259,"tom , a spaniard , is married to sylvie and lives a quiet but a bit boring life in the britanny countryside ( west of france ) . 
",subjectivity

260,"he must do this in secret so that the parents and school personnel know nothing of his plan . 
",subjectivity

261,"{esther buffy} a young vibrant chinese american female who desperately tries to please her strict parents along the way of trying to find herself . 
",subjectivity

262,"when a ship sinks off the coast of argentina , ellen brachman , a clever and ambitious claims assessor for the rotterdam marine-insurance company european hayward , suspects a 'sinker' . 
",subjectivity

263,"then there's nicole , who gets her orgasmic intimacy watching chan every night . 
",subjectivity

264,"set during the cull of the stray dogs in the city of bucharest , the wild dogs weaves together a week in the lives of several citizens of and visitors to the hauntingly beautiful city . 
",subjectivity

265,"while treating a homicide detective for smoking , hypnotherapist michael strother has a telepathic vision of a young girl floating beneath the surface of a stream . 
",subjectivity

266,"everything is set for the perfect weekend , until one of the guests stumbles across an old history of the house with the power to unleash the horrors of scotland's past . 
",subjectivity

267,"behind every suicide bombing there is at least one human story that ends , the story of the suicide bomber . 
",subjectivity

268,"steve's best friend , sean , on the other hand , hasn't been so lucky . 
",subjectivity

269,"partnered with the sassy , stunning sistah girl , our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers . 
",subjectivity

270,"his house , container of lives and memories , is closed and locked . 
",subjectivity

271,"meanwhile , paro , on the other hand , performed her worldly duties sincerely , but inside her heart , she could never forget devdas for a moment . 
",subjectivity

272,"until then , he spends most of his time watching sloppy tearjerkers on video . 
",subjectivity

273,"this film is a prequel to all of the the house of the dead video games . 
",subjectivity

274,"as in his previous films , this kurdish director is again focusing on the oppression of his people . 
",subjectivity

275,"scott was on his way to work shooting a documentary in midtown manhattan on september 11th . 
",subjectivity

276,"a group of hi-tech troops are sent in to destroy the red dimension where the tall man gets his power , reggie ( reggie bannister ) follows so he can find mike ( a . 
",subjectivity

277,"ever have one of those lifetimes where nothing seems to go right ? 
",subjectivity

278,"paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years . 
",subjectivity

279,"will superfag save the world from peckerhead's evil diabolical plan ? 
",subjectivity

280,"these divisions of play into gender roles cause the girls to start talking as if they were sociologists and psychologists discussing learned behaviors . 
",subjectivity

281,"the brass want to close out the case , nick and henry stay on it , and bits of evidence point them to an auto body shop . 
",subjectivity

282,"see rare footage of some of the world's greatest kickboxers such as benny "" the jet "" urquidez , don "" the dragon wilson and bill "" superfoot "" wallace . 
",subjectivity

283,"when two african american pilots become the first non-white soldiers in the camp , one turns up murdered and the other accused of killing a white sergeant . 
",subjectivity

284,"he reluctantly agrees to protect a child , pinta balletto ( fanning ) , whose parents are threatened by a rash of kidnappings . 
",subjectivity

285,"it becomes a harder choice than one might think . 
",subjectivity

286,"this startling film provides a gritty look into american politics in the new south . 
",subjectivity

287,"the internment of 120 , 000 innocent people was a dark moment in the history of this country . 
",subjectivity

288,"she tells him , and they go to the sonogram appointment together . 
",subjectivity

289,"billy is more a showbiz p . r agent than a legal lawyer and minipulates the tabloids into thinking roxie is no more than an innocent 'good time girl' who took the wrong path , than a scheming murderess . 
",subjectivity
